filename,image,text,weak_label,label,split,source_dataset,notes
00031.jpg,images/00031.jpg,"Contribution 贡献 睡了一整天,好累哦 jpg",neutral,mocking,train,mrzjy/ChineseBQB,"self_mocking


"
00032.jpg,images/00032.jpg,Contribution 贡献 劳资来了渣渣们都退下吧 jpg,neutral,mocking,train,mrzjy/ChineseBQB,"showing_off



"
00033.jpg,images/00033.jpg,Contribution 贡献 悟空退下吧为师一个人就足够了 jpg,neutral,mocking,train,mrzjy/ChineseBQB,"showing_off



"
00034.jpg,images/00034.jpg,Contribution 贡献 扇贝听了都想鼓掌 gif,neutral,agreement,train,mrzjy/ChineseBQB,"
playful_praise



"
00035.jpg,images/00035.jpg,Contribution 贡献 本王要退寝了没事就退下吧 jpg,comfort,mocking,train,mrzjy/ChineseBQB,"showing_off



"
00036.jpg,images/00036.jpg,Contribution 贡献 浏览器 jpg,neutral,mocking,train,mrzjy/ChineseBQB,"browser_meme_unclear

"
00037.jpg,images/00037.jpg,Contribution 贡献 程序员专属表情包_01 jpg,neutral,mocking,validation,mrzjy/ChineseBQB,"gender_discomfort


"
00038.jpg,images/00038.jpg,Contribution 贡献 程序员专属表情包_02 jpg,neutral,neutral,validation,mrzjy/ChineseBQB,"sad_mood



"
00039.jpg,images/00039.jpg,Contribution 贡献 程序员专属表情包_03 jpg,neutral,mocking,test,mrzjy/ChineseBQB,"self_mocking



"
00040.jpg,images/00040.jpg,Contribution 贡献 程序员专属表情包_04 jpg,neutral,mocking,train,mrzjy/ChineseBQB,"self_mocking _and_showing_off


"
00041.jpg,images/00041.jpg,Contribution 贡献 程序员专属表情包_05 jpg,neutral,mocking,train,mrzjy/ChineseBQB,"playful_mocking _and_showing_off


"
00042.jpg,images/00042.jpg,Contribution 贡献 程序员专属表情包_06 jpg,neutral,mocking,train,mrzjy/ChineseBQB,"playful_mocking _and_showing_off


"
00043.jpg,images/00043.jpg,Contribution 贡献 程序员专属表情包_07 jpg,neutral,mocking,train,mrzjy/ChineseBQB,"playful_mocking _and_showing_off


"
00044.jpg,images/00044.jpg,Contribution 贡献 程序员专属表情包_08 jpg,neutral,mocking,train,mrzjy/ChineseBQB,"playful_mocking _and_showing_off


"
00045.jpg,images/00045.jpg,Contribution 贡献 程序员专属表情包_09 gif,neutral,mocking,train,mrzjy/ChineseBQB,"playful_mocking _and_showing_off


"
00046.jpg,images/00046.jpg,Contribution 贡献 程序员专属表情包_10 jpg,neutral,mocking,train,mrzjy/ChineseBQB,"playful_mocking _and_showing_off


"
00047.jpg,images/00047.jpg,Contribution 贡献 程序员专属表情包_11 png,neutral,mocking,validation,mrzjy/ChineseBQB,"self_mocking 


"
00048.jpg,images/00048.jpg,Contribution 贡献 程序员专属表情包_12 jpg,neutral,mocking,validation,mrzjy/ChineseBQB,"self_mocking 


"
00049.jpg,images/00049.jpg,Contribution 贡献 程序员专属表情包_13 jpg,neutral,mocking,test,mrzjy/ChineseBQB,"playful_mocking 


"
00050.jpg,images/00050.jpg,Contribution 贡献 程序员专属表情包_14 jpg,neutral,mocking,train,mrzjy/ChineseBQB,"playful_mocking 


"
00051.jpg,images/00051.jpg,Contribution 贡献 程序员专属表情包_15 gif,neutral,mocking,train,mrzjy/ChineseBQB,"playful_mocking 


"
00052.jpg,images/00052.jpg,Contribution 贡献 程序员专属表情包_16 jpg,neutral,agreement,train,mrzjy/ChineseBQB,"self_mocking 


"
00053.jpg,images/00053.jpg,Contribution 贡献 程序员专属表情包_17 jpg,neutral,mocking,train,mrzjy/ChineseBQB,"self_mocking 


"
00054.jpg,images/00054.jpg,Contribution 贡献 程序员专属表情包_18 jpg,neutral,mocking,train,mrzjy/ChineseBQB,"self_mocking 


"
00055.jpg,images/00055.jpg,Contribution 贡献 程序员专属表情包_19 jpg,neutral,mocking,train,mrzjy/ChineseBQB,"self_mocking 


"
00056.jpg,images/00056.jpg,Contribution 贡献 程序员专属表情包_20 jpg,neutral,mocking,train,mrzjy/ChineseBQB,"self_mocking 


"
00057.jpg,images/00057.jpg,Contribution 贡献 程序员专属表情包_21 jpg,neutral,agreement,validation,mrzjy/ChineseBQB,"


"
00058.jpg,images/00058.jpg,Contribution 贡献 程序员专属表情包_22 jpg,neutral,mocking,validation,mrzjy/ChineseBQB,"self_or_palyful_mocking

"
00059.jpg,images/00059.jpg,Contribution 贡献 程序员专属表情包_23 jpg,neutral,mocking,test,mrzjy/ChineseBQB,"self_or_palyful_mocking

"
00060.jpg,images/00060.jpg,Contribution 贡献 程序员专属表情包_24 jpg,neutral,mocking,train,mrzjy/ChineseBQB,"self_mocking_and_showing_off

"
00061.jpg,images/00061.jpg,Contribution 贡献 程序员专属表情包_25 jpg,neutral,confusion,train,mrzjy/ChineseBQB,"debugging_breakdown

"
00062.jpg,images/00062.jpg,Contribution 贡献 程序员专属表情包_26 png,neutral,agreement,train,mrzjy/ChineseBQB,"coding_call_to_action

"
00063.jpg,images/00063.jpg,Contribution 贡献 程序员专属表情包_27 png,neutral,agreement,train,mrzjy/ChineseBQB,"coding_call_to_action

"
00064.jpg,images/00064.jpg,Contribution 贡献 程序员专属表情包_28 jpg,neutral,agreement,train,mrzjy/ChineseBQB,"coding_call_to_action

"
00065.jpg,images/00065.jpg,Contribution 贡献 程序员专属表情包_29 jpg,neutral,refusal,train,mrzjy/ChineseBQB,"playful_refuse_coding_call

"
00066.jpg,images/00066.jpg,Contribution 贡献 你有病得治 gif,neutral,mocking,train,mrzjy/ChineseBQB,"sacrisim_tone

"
00067.jpg,images/00067.jpg,Contribution 贡献 还不快给本宫退下吧 gif,neutral,refusal,validation,mrzjy/ChineseBQB,"friendly_refusal
"
00068.jpg,images/00068.jpg,Contribution 贡献 退下吧 gif,neutral,refusal,validation,mrzjy/ChineseBQB,"friendly_refusal
"
00069.jpg,images/00069.jpg,Funny 滑稽大佬 000000001 gif,neutral,mocking,test,mrzjy/ChineseBQB,"playful_threat
"
00070.jpg,images/00070.jpg,Funny 滑稽大佬 360度鄙视你 gif,neutral,mocking,train,mrzjy/ChineseBQB,"playful_contempt
"
00071.jpg,images/00071.jpg,Funny 滑稽大佬 抱竹竿 gif,neutral,neutral,train,mrzjy/ChineseBQB,no_special_meaning
00072.jpg,images/00072.jpg,Funny 滑稽大佬 抱墙 gif,neutral,neutral,train,mrzjy/ChineseBQB,no_special_meaning
00073.jpg,images/00073.jpg,Funny 滑稽大佬 一名路过的小码农 jpg,neutral,mocking,train,mrzjy/ChineseBQB,self_mocking_and_showing_off
00074.jpg,images/00074.jpg,Funny 滑稽大佬 给你看看爸爸的厉害 gif,neutral,mocking,train,mrzjy/ChineseBQB,playful_mocking
00075.jpg,images/00075.jpg,Funny 滑稽大佬 抱住 jpg,neutral,mocking,train,mrzjy/ChineseBQB,"self_mocking
"
00076.jpg,images/00076.jpg,Funny 滑稽大佬 打不到 gif,neutral,mocking,train,mrzjy/ChineseBQB,"playful_mocking
"
00077.jpg,images/00077.jpg,Funny 滑稽大佬 可怜 gif,neutral,mocking,validation,mrzjy/ChineseBQB,"absurd_pitiful_meme
"
00078.jpg,images/00078.jpg,Funny 滑稽大佬 咚次嗒次咚咚哒 gif,neutral,neutral,validation,mrzjy/ChineseBQB,no_special_meaning
00079.jpg,images/00079.jpg,Funny 滑稽大佬 反弹 gif,neutral,mocking,test,mrzjy/ChineseBQB,playfui_mocking
00080.jpg,images/00080.jpg,Funny 滑稽大佬 酒瓶 gif,neutral,mocking,train,mrzjy/ChineseBQB,"stirring_trouble
"
00081.jpg,images/00081.jpg,Funny 滑稽大佬 鼓掌 gif,neutral,agreement,train,mrzjy/ChineseBQB,palyful_agreement
00082.jpg,images/00082.jpg,Funny 滑稽大佬 低头 gif,neutral,refusal,train,mrzjy/ChineseBQB,"playful_apology
"
00083.jpg,images/00083.jpg,Funny 滑稽大佬 舞动青春版 gif,neutral,agreement,train,mrzjy/ChineseBQB,"playful_agreement

"
00084.jpg,images/00084.jpg,Funny 滑稽大佬 咖啡 jpg,neutral,neutral,train,mrzjy/ChineseBQB,no_special_meaning
00085.jpg,images/00085.jpg,Funny 滑稽大佬 划水 gif,neutral,neutral,train,mrzjy/ChineseBQB,no_special_meaning
00086.jpg,images/00086.jpg,Funny 滑稽大佬 夹心酱 gif,neutral,celebration,train,mrzjy/ChineseBQB, excitement
00087.jpg,images/00087.jpg,Funny 滑稽大佬 不要 gif,refusal,refusal,validation,mrzjy/ChineseBQB,playful_refusal
00088.jpg,images/00088.jpg,Funny 滑稽大佬 扭起来 gif,neutral,neutral,validation,mrzjy/ChineseBQB,no_special_meaning
00089.jpg,images/00089.jpg,Funny 滑稽大佬 平移 gif,neutral,refusal,test,mrzjy/ChineseBQB,"playful_apology
"
00090.jpg,images/00090.jpg,Funny 滑稽大佬 辣鸡 gif,neutral,neutral,train,mrzjy/ChineseBQB,context_lost
00091.jpg,images/00091.jpg,Funny 滑稽大佬 浪里个浪 gif,neutral,celebration,train,mrzjy/ChineseBQB,happy_reaction
00092.jpg,images/00092.jpg,Funny 滑稽大佬 带上它你将拥有力量 jpg,neutral,mocking,train,mrzjy/ChineseBQB,playful_mocking
00093.jpg,images/00093.jpg,Funny 滑稽大佬 喵喵喵 gif,neutral,neutral,train,mrzjy/ChineseBQB,cute
00094.jpg,images/00094.jpg,Funny 滑稽大佬 布偶滑稽 jpg,neutral,neutral,train,mrzjy/ChineseBQB,cute
00095.jpg,images/00095.jpg,Funny 滑稽大佬 反复横跳 gif,neutral,confusion,train,mrzjy/ChineseBQB,indecisive_reaction
00096.jpg,images/00096.jpg,Funny 滑稽大佬 摸鱼 gif,neutral,neutral,train,mrzjy/ChineseBQB,"work_avoidance
"
00097.jpg,images/00097.jpg,Funny 滑稽大佬 脑子是个好东西希望你也有 gif,neutral,mocking,validation,mrzjy/ChineseBQB,"insulting_mocking
"
00098.jpg,images/00098.jpg,Funny 滑稽大佬 内裤 gif,neutral,mocking,validation,mrzjy/ChineseBQB,self_mocking
00099.jpg,images/00099.jpg,Funny 滑稽大佬 斗舞 gif,neutral,neutral,test,mrzjy/ChineseBQB,"context_dependent
"
00100.jpg,images/00100.jpg,Funny 滑稽大佬 啪啪啪 gif,neutral,mocking,train,mrzjy/ChineseBQB, playful_challenge
00101.jpg,images/00101.jpg,Funny 滑稽大佬 卖艺 gif,neutral,neutral,train,mrzjy/ChineseBQB,"abstract_humor
"
00102.jpg,images/00102.jpg,Funny 滑稽大佬 磕头 gif,neutral,neutral,train,mrzjy/ChineseBQB,"abstract_humor
"
00103.jpg,images/00103.jpg,Funny 滑稽大佬 欠收拾 gif,neutral,mocking,train,mrzjy/ChineseBQB,"playful_threat
"
00104.jpg,images/00104.jpg,Funny 滑稽大佬 上吊 gif,neutral,mocking,train,mrzjy/ChineseBQB,dark_humor
00105.jpg,images/00105.jpg,Funny 滑稽大佬 投降 jpg,neutral,refusal,train,mrzjy/ChineseBQB,playful_refusal
00106.jpg,images/00106.jpg,Funny 滑稽大佬 看右边 gif,neutral,neutral,train,mrzjy/ChineseBQB,no_special_meaning
00107.jpg,images/00107.jpg,Funny 滑稽大佬 要饭 gif,neutral,neutral,validation,mrzjy/ChineseBQB,abstract_begging
00108.jpg,images/00108.jpg,Funny 滑稽大佬 左右横跳 gif,neutral,neutral,validation,mrzjy/ChineseBQB,abstract_humor
00109.jpg,images/00109.jpg,Funny 滑稽大佬 我反正萌新一个 jpg,neutral,mocking,test,mrzjy/ChineseBQB,self_mocking
00110.jpg,images/00110.jpg,Funny 滑稽大佬 飞稽 jpg,neutral,neutral,train,mrzjy/ChineseBQB,abstract_humor
00111.jpg,images/00111.jpg,Funny 滑稽大佬 滑稽树下滑稽果，滑稽树下你和我，滑稽树下做交易欢乐多又多 jpg,mocking,neutral,train,mrzjy/ChineseBQB,"abstract_humor
"
00112.jpg,images/00112.jpg,Funny 滑稽大佬 滑稽和阴险达成共识 jpg,neutral,neutral,train,mrzjy/ChineseBQB,"abstract_humor
"
00113.jpg,images/00113.jpg,Funny 滑稽大佬 妖孽看法宝 jpg,neutral,mocking,train,mrzjy/ChineseBQB,"playful_warning
"
00114.jpg,images/00114.jpg,Funny 滑稽大佬 嘤盖世嘤雄 jpg,neutral,neutral,train,mrzjy/ChineseBQB,abstract_humor
00115.jpg,images/00115.jpg,Funny 滑稽大佬 嘤你大爷 png,neutral,mocking,train,mrzjy/ChineseBQB,sacrasm_mocking
00116.jpg,images/00116.jpg,Funny 滑稽大佬 这个时候要装傻 jpg,neutral,mocking,train,mrzjy/ChineseBQB,"pretending_joke
"
00117.jpg,images/00117.jpg,Funny 滑稽大佬 我觉得法律在这里一点用都没有 jpg,neutral,mocking,validation,mrzjy/ChineseBQB,"useless_comment_joke
"
00118.jpg,images/00118.jpg,Funny 滑稽大佬 马尾滑稽 jpg,neutral,neutral,validation,mrzjy/ChineseBQB,abstract_humor
00119.jpg,images/00119.jpg,Funny 滑稽大佬 警察是不会听你解释的 jpg,neutral,mocking,test,mrzjy/ChineseBQB,"playful_warning
"
00120.jpg,images/00120.jpg,Funny 滑稽大佬 稍加思索恍然大悟明白110 jpg,neutral,agreement,train,mrzjy/ChineseBQB,playful_agreement
00121.jpg,images/00121.jpg,Funny 滑稽大佬 蝴蝶结滑稽 jpg,neutral,neutral,train,mrzjy/ChineseBQB,abstract_humor
00122.jpg,images/00122.jpg,Funny 滑稽大佬 呆若木稽降智打击 jpg,neutral,mocking,train,mrzjy/ChineseBQB,playful_mocking
00123.jpg,images/00123.jpg,Funny 滑稽大佬 已经没有什么好害怕的了 jpg,confusion,confusion,train,mrzjy/ChineseBQB,"exaggerated_breakdown
"
00124.jpg,images/00124.jpg,Funny 滑稽大佬 晋太元中武陵人捕鱼为业 jpg,neutral,neutral,train,mrzjy/ChineseBQB,abstract_humor
00125.jpg,images/00125.jpg,Funny 滑稽大佬 一起哈啤 jpg,neutral,celebration,train,mrzjy/ChineseBQB,abstract_celebration
00126.jpg,images/00126.jpg,Funny 滑稽大佬 送给你 jpg,neutral,comfort,train,mrzjy/ChineseBQB,abstract_kind_gesture
00127.jpg,images/00127.jpg,Funny 滑稽大佬 送你一朵小滑稽 jpg,neutral,comfort,validation,mrzjy/ChineseBQB,abstract_kind_gesture
00128.jpg,images/00128.jpg,Funny 滑稽大佬 嘤雄气短 jpg,neutral,mocking,validation,mrzjy/ChineseBQB,
00129.jpg,images/00129.jpg,Funny 滑稽大佬 不再害怕 jpg,neutral,confusion,test,mrzjy/ChineseBQB,"exaggerated_breakdown
"
00130.jpg,images/00130.jpg,Funny 滑稽大佬 吮指原味稽 jpg,neutral,neutral,train,mrzjy/ChineseBQB,abstract_humor
00131.jpg,images/00131.jpg,Funny 滑稽大佬 滑稽问号 jpg,confusion,confusion,train,mrzjy/ChineseBQB,
00132.jpg,images/00132.jpg,Funny 滑稽大佬 呐花花送你 jpg,neutral,comfort,train,mrzjy/ChineseBQB,abstract_kind_gesture
00133.jpg,images/00133.jpg,Funny 滑稽大佬 暗中观察 jpg,neutral,neutral,train,mrzjy/ChineseBQB,lurking_observation
00134.jpg,images/00134.jpg,Funny 滑稽大佬 可以这很滑稽 jpg,agreement,agreement,train,mrzjy/ChineseBQB,"playful_approval
"
00135.jpg,images/00135.jpg,Funny 滑稽大佬 梆梆梆 jpg,neutral,neutral,train,mrzjy/ChineseBQB,"abstract_humor
"
00136.jpg,images/00136.jpg,Funny 滑稽大佬 天妒嘤才 jpg,neutral,mocking,train,mrzjy/ChineseBQB,
00137.jpg,images/00137.jpg,Funny 滑稽大佬 立体几何简约版 jpg,neutral,neutral,validation,mrzjy/ChineseBQB,"abstract_humor
"
00138.jpg,images/00138.jpg,Funny 滑稽大佬 林嗣环口径京中有善口技者侧目微笑默叹以为妙绝 jpg,neutral,agreement,validation,mrzjy/ChineseBQB,abstract_agreement
00139.jpg,images/00139.jpg,Funny 滑稽大佬 我开始慌了 jpg,neutral,neutral,test,mrzjy/ChineseBQB,"playful_panic
"
00140.jpg,images/00140.jpg,Funny 滑稽大佬 莫名其妙就慌了 jpg,neutral,neutral,train,mrzjy/ChineseBQB,"playful_panic
"
00141.jpg,images/00141.jpg,Funny 滑稽大佬 我猜你也开始慌了 jpg,neutral,mocking,train,mrzjy/ChineseBQB,"panic_teasing

"
00142.jpg,images/00142.jpg,Funny 滑稽大佬 我TM才没慌 jpg,neutral,mocking,train,mrzjy/ChineseBQB,
00143.jpg,images/00143.jpg,Funny 滑稽大佬 双菜刀滑稽 gif,neutral,neutral,train,mrzjy/ChineseBQB,abstract_humor
00144.jpg,images/00144.jpg,Funny 滑稽大佬 目睹了整个事件的吃瓜群众 jpg,neutral,neutral,train,mrzjy/ChineseBQB,abstract_humor
00145.jpg,images/00145.jpg,Funny 滑稽大佬 tql跳起来 jpg,neutral,agreement,train,mrzjy/ChineseBQB,abstract_agreement
00146.jpg,images/00146.jpg,Funny 滑稽大佬 萌新拿起了搬准备和大佬肛道理 jpg,neutral,mocking,train,mrzjy/ChineseBQB,"playful_threat
"
00147.jpg,images/00147.jpg,Funny 滑稽大佬 一时语塞 jpg,neutral,confusion,validation,mrzjy/ChineseBQB,"speechless_reaction
"
00148.jpg,images/00148.jpg,Funny 滑稽大佬 受到惊吓 jpg,neutral,confusion,validation,mrzjy/ChineseBQB,fear_reaction
00149.jpg,images/00149.jpg,Funny 滑稽大佬 不过如此 jpg,neutral,mocking,test,mrzjy/ChineseBQB,dismissive_mocking
00150.jpg,images/00150.jpg,Funny 滑稽大佬 敲木鱼转佛珠 gif,neutral,neutral,train,mrzjy/ChineseBQB,abstract_humor
00151.jpg,images/00151.jpg,Funny 滑稽大佬 滑稽上吊 gif,neutral,confusion,train,mrzjy/ChineseBQB,exaggerated_breakdown
00152.jpg,images/00152.jpg,Funny 滑稽大佬 滑稽躁动 gif,neutral,neutral,train,mrzjy/ChineseBQB,abstract_humor
00153.jpg,images/00153.jpg,Funny 滑稽大佬 我书读的少你不要骗我 jpg,refusal,refusal,train,mrzjy/ChineseBQB,skeptical_response
00154.jpg,images/00154.jpg,Funny 滑稽大佬 滑稽震惊 jpg,confusion,confusion,train,mrzjy/ChineseBQB,surprised_reaction
00155.jpg,images/00155.jpg,Funny 滑稽大佬 过分 jpg,neutral,mocking,train,mrzjy/ChineseBQB,playful_complaint
00156.jpg,images/00156.jpg,Funny 滑稽大佬 真是危机四伏的世界 jpg,neutral,confusion,train,mrzjy/ChineseBQB,exaggerated_anxiety
00157.jpg,images/00157.jpg,Funny 滑稽大佬 我有360保护 jpg,neutral,mocking,validation,mrzjy/ChineseBQB,tech_protection_joke
00158.jpg,images/00158.jpg,Funny 滑稽大佬 喝茶 jpg,neutral,neutral,validation,mrzjy/ChineseBQB,casual_reaction
00159.jpg,images/00159.jpg,Funny 滑稽大佬 将稽就稽 jpg,neutral,neutral,test,mrzjy/ChineseBQB,pun_abstract_humor
00160.jpg,images/00160.jpg,Funny 滑稽大佬 小声密谋嗯嗯嗯 jpg,neutral,mocking,train,mrzjy/ChineseBQB,secret_plotting_joke
00161.jpg,images/00161.jpg,Funny 滑稽大佬 不是很懂 jpg,neutral,confusion,train,mrzjy/ChineseBQB,not_understanding
00162.jpg,images/00162.jpg,Funny 滑稽大佬 这么巧你也怕呀是啊害怕 jpg,confusion,agreement,train,mrzjy/ChineseBQB,playful_fear_agreement
00163.jpg,images/00163.jpg,Funny 滑稽大佬 来啊互相伤害啊 gif,confusion,mocking,train,mrzjy/ChineseBQB,playful_challenge
00164.jpg,images/00164.jpg,Funny 滑稽大佬 躲进小被几 jpg,neutral,neutral,train,mrzjy/ChineseBQB,cute_hiding
00165.jpg,images/00165.jpg,Funny 滑稽大佬 超级加被 jpg,neutral,neutral,train,mrzjy/ChineseBQB,abstract_humor
00166.jpg,images/00166.jpg,Funny 滑稽大佬 无敌加被 jpg,neutral,neutral,train,mrzjy/ChineseBQB,abstract_humor
00167.jpg,images/00167.jpg,Funny 滑稽大佬 拽走小被几 jpg,neutral,mocking,validation,mrzjy/ChineseBQB,playful_teasing
00168.jpg,images/00168.jpg,Funny 滑稽大佬 冰冰滑稽简约线条极致色彩 jpg,neutral,neutral,validation,mrzjy/ChineseBQB,abstract_humor
00169.jpg,images/00169.jpg,Funny 滑稽大佬 老实 jpg,neutral,mocking,test,mrzjy/ChineseBQB,playful_warning
00170.jpg,images/00170.jpg,Funny 滑稽大佬 调皮捣蛋还TM搞事 jpg,neutral,mocking,train,mrzjy/ChineseBQB,stirring_trouble
00171.jpg,images/00171.jpg,Funny 滑稽大佬 燥起来 gif,neutral,celebration,train,mrzjy/ChineseBQB,hype_reaction
00172.jpg,images/00172.jpg,Funny 滑稽大佬 嘤俊潇洒 jpg,neutral,mocking,train,mrzjy/ChineseBQB,playful_showing_off
00173.jpg,images/00173.jpg,Funny 滑稽大佬 等待要饭 gif,neutral,mocking,train,mrzjy/ChineseBQB,self_mocking_begging
00174.jpg,images/00174.jpg,Funny 滑稽大佬 滑稽遗照 jpg,neutral,mocking,train,mrzjy/ChineseBQB,dark_humor
00175.jpg,images/00175.jpg,Funny 滑稽大佬 鼓掌不错 gif,neutral,agreement,train,mrzjy/ChineseBQB,praise
00176.jpg,images/00176.jpg,Funny 滑稽大佬 滑稽上吊 jpg,neutral,confusion,train,mrzjy/ChineseBQB,exaggerated_breakdown
00177.jpg,images/00177.jpg,Funny 滑稽大佬 滑稽刀法 gif,neutral,mocking,validation,mrzjy/ChineseBQB,abstract_threat
00178.jpg,images/00178.jpg,Funny 滑稽大佬 少来这套 jpg,neutral,refusal,validation,mrzjy/ChineseBQB,dismissive_refusal
00179.jpg,images/00179.jpg,Funny 滑稽大佬 要饭势力登场穷 jpg,neutral,mocking,test,mrzjy/ChineseBQB,self_mocking_begging
00180.jpg,images/00180.jpg,Funny 滑稽大佬 队长别开枪是我 jpg,refusal,refusal,train,mrzjy/ChineseBQB,playful_pleading
00181.jpg,images/00181.jpg,Funny 滑稽大佬 摸着我可爱的自己摸鱼咸鱼 gif,neutral,neutral,train,mrzjy/ChineseBQB,slacking_off
00182.jpg,images/00182.jpg,Funny 滑稽大佬 害怕立体几何限定 jpg,neutral,neutral,train,mrzjy/ChineseBQB,abstract_humor
00183.jpg,images/00183.jpg,Funny 滑稽大佬 害怕立体几何高级版 jpg,neutral,neutral,train,mrzjy/ChineseBQB,abstract_humor
00184.jpg,images/00184.jpg,Funny 滑稽大佬 记录丢人过程 jpg,neutral,mocking,train,mrzjy/ChineseBQB,self_mocking
00185.jpg,images/00185.jpg,Funny 滑稽大佬 好评 jpg,neutral,agreement,train,mrzjy/ChineseBQB,approval
00186.jpg,images/00186.jpg,Funny 滑稽大佬 当然我说是就是 jpg,neutral,agreement,train,mrzjy/ChineseBQB,playful_assertion
00187.jpg,images/00187.jpg,Funny 滑稽大佬 你完蛋了 jpg,neutral,mocking,validation,mrzjy/ChineseBQB,playful_warning
00188.jpg,images/00188.jpg,Funny 滑稽大佬 我觉得你要被抓起来了 jpg,neutral,mocking,validation,mrzjy/ChineseBQB,playful_warning
00189.jpg,images/00189.jpg,Funny 滑稽大佬 事情似乎变得有趣起来 jpeg,neutral,mocking,test,mrzjy/ChineseBQB,mischievous_interest
